# GT/MT combo	# dups	# losses	Total score	Maps
GT-7355 to MT-0	5	2	7	(CSCUL-CSCUL-0038e7_CSCUL[CSCUL+-0],(LRECL-LRECL-00263a_LRECL[LRECL+-0],(LRECL-LRECL-001ea1_LRECL[LRECL+-0],((LRECL-LRECL-002e9b_LRECL[LRECL+-0],(LRECL-LRECL-00100d_LRECL[LRECL+-0],LRECL-LRECL-0046b4_LRECL[LRECL+-0])<1>[LRECL+-1])<2>[LRECL+-1],LRECL-LRECL-002767_LRECL[LRECL+-0])<3>[LRECL+-1])<4>[LRECL+-1])<5>[LRECL+-1])<6>[<4>+-0]
GT-7356 to MT-0	2	8	10	(TURTI-32264-001d40_TURTI[TURTI+-0],(CSCUL-CSCUL-001762_CSCUL[CSCUL+-0],((SMIMO-407821-0066a0_SMIMO[SMIMO+-0],(LHESP-LHESP-001511_LHESP[LHESP+-0],PTEPI-PTEPI-00279d_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0],ISCAP-6945-00286d_ISCAP[ISCAP+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-7358 to MT-0	3	12	15	(((PTEPI-PTEPI-00088d_PTEPI[PTEPI+-0],SMIMO-407821-004786_SMIMO[SMIMO+-0])<1>[<2>+-0],SMIMO-407821-0007d4_SMIMO[SMIMO+-0])<2>[<2>+-1],(ISCAP-6945-003fdf_ISCAP[ISCAP+-0],(MOCCI-34638-000b09_MOCCI[MOCCI+-0],LRECL-LRECL-0005bd_LRECL[LRECL+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-7359 to MT-0	2	9	11	(MOCCI-34638-004457_MOCCI[MOCCI+-0],((LHESP-LHESP-000c1d_LHESP[LHESP+-0],PTEPI-PTEPI-004768_PTEPI[PTEPI+-0])<1>[<1>+-0],(CSCUL-CSCUL-001469_CSCUL[CSCUL+-0],TURTI-32264-002127_TURTI[TURTI+-0])<2>[<7>+-0])<3>[<7>+-1])<4>[<7>+-1]
GT-7360 to MT-0	11	13	24	((((LRECL-LRECL-001525_LRECL[LRECL+-0],(LRECL-LRECL-003ba8_LRECL[LRECL+-0],(((LHESP-LHESP-004070_LHESP[LHESP+-0],(LHESP-LHESP-00281a_LHESP[LHESP+-0],PTEPI-PTEPI-001578_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<1>+-1],SMIMO-407821-002f36_SMIMO[SMIMO+-0])<3>[<2>+-0],(SMIMO-407821-004c44_SMIMO[SMIMO+-0],LRECL-LRECL-001526_LRECL[LRECL+-0])<4>[<3>+-0])<5>[<3>+-1])<6>[<3>+-1])<7>[<3>+-1],(CSCUL-CSCUL-0051fa_CSCUL[CSCUL+-0],(MOCCI-34638-001843_MOCCI[MOCCI+-0],(TURTI-32264-00129a_TURTI[TURTI+-0],(((TURTI-32264-001294_TURTI[TURTI+-0],TURTI-32264-001296_TURTI[TURTI+-0])<8>[TURTI+-1],TURTI-32264-001299_TURTI[TURTI+-0])<9>[TURTI+-1],TURTI-32264-001353_TURTI[TURTI+-0])<10>[TURTI+-1])<11>[TURTI+-1])<12>[<6>+-0])<13>[<7>+-0])<14>[<7>+-1],CSCUL-CSCUL-0051fb_CSCUL[CSCUL+-0])<15>[<7>+-1],(ISCAP-6945-002db2_ISCAP[ISCAP+-0],(CSCUL-CSCUL-003a2a_CSCUL[CSCUL+-0],(LRECL-LRECL-001799_LRECL[LRECL+-0],(SMIMO-407821-00084e_SMIMO[SMIMO+-0],(LHESP-LHESP-002716_LHESP[LHESP+-0],PTEPI-PTEPI-002622_PTEPI[PTEPI+-0])<16>[<1>+-0])<17>[<2>+-0])<18>[<3>+-0])<19>[<4>+-0])<20>[<7>+-0])<21>[<7>+-1]
GT-7361 to MT-0	4	16	20	(MOCCI-34638-0033fe_MOCCI[MOCCI+-0],((SMIMO-407821-003c8f_SMIMO[SMIMO+-0],(TURTI-32264-000f33_TURTI[TURTI+-0],(ISCAP-6945-004e01_ISCAP[ISCAP+-0],(PTEPI-PTEPI-005ef8_PTEPI[PTEPI+-0],LRECL-LRECL-004d4a_LRECL[LRECL+-0])<1>[<3>+-0])<2>[<7>+-0])<3>[<7>+-1])<4>[<7>+-1],CSCUL-CSCUL-000bb7_CSCUL[CSCUL+-0])<5>[<7>+-1])<6>[<7>+-1]
GT-7362 to MT-0	2	7	9	(TURTI-32264-004255_TURTI[TURTI+-0],(MOCCI-34638-0000e8_MOCCI[MOCCI+-0],(ISCAP-6945-000ee7_ISCAP[ISCAP+-0],((LRECL-LRECL-001ade_LRECL[LRECL+-0],(SMIMO-407821-00369e_SMIMO[SMIMO+-0],(LHESP-LHESP-000de6_LHESP[LHESP+-0],PTEPI-PTEPI-004c5e_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0])<3>[<3>+-0],CSCUL-CSCUL-006f63_CSCUL[CSCUL+-0])<4>[<4>+-0])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1]
GT-7363 to MT-0	2	6	8	((ISCAP-6945-004f96_ISCAP[ISCAP+-0],(ISCAP-6945-002a36_ISCAP[ISCAP+-0],ISCAP-6945-0034cc_ISCAP[ISCAP+-0])<1>[ISCAP+-1])<2>[ISCAP+-1],PTEPI-PTEPI-00466e_PTEPI[PTEPI+-0])<3>[<7>+-0]
GT-7364 to MT-0	0	1	1	(CSCUL-CSCUL-003b42_CSCUL[CSCUL+-0],(LRECL-LRECL-004bb9_LRECL[LRECL+-0],((PTEPI-PTEPI-003d5f_PTEPI[PTEPI+-0],LHESP-LHESP-0018b2_LHESP[LHESP+-0])<1>[<1>+-0],SMIMO-407821-003a98_SMIMO[SMIMO+-0])<2>[<2>+-0])<3>[<3>+-0])<4>[<4>+-0]
GT-7365 to MT-0	1	4	5	(CSCUL-CSCUL-004432_CSCUL[CSCUL+-0],((CSCUL-CSCUL-0016ed_CSCUL[CSCUL+-0],(SMIMO-407821-00621e_SMIMO[SMIMO+-0],LRECL-LRECL-001675_LRECL[LRECL+-0])<1>[<3>+-0])<2>[<4>+-0],TURTI-32264-003a52_TURTI[TURTI+-0])<3>[<7>+-0])<4>[<7>+-1]
GT-7366 to MT-0	1	6	7	(LRECL-LRECL-000203_LRECL[LRECL+-0],(ISCAP-6945-0033bf_ISCAP[ISCAP+-0],CSCUL-CSCUL-007141_CSCUL[CSCUL+-0])<1>[<7>+-0])<2>[<7>+-1]
GT-7367 to MT-0	11	18	29	(CSCUL-CSCUL-001c0d_CSCUL[CSCUL+-0],((CSCUL-CSCUL-00677c_CSCUL[CSCUL+-0],CSCUL-CSCUL-001d2f_CSCUL[CSCUL+-0])<1>[CSCUL+-1],((((SMIMO-407821-002fb3_SMIMO[SMIMO+-0],((PTEPI-PTEPI-0048f9_PTEPI[PTEPI+-0],LHESP-LHESP-002518_LHESP[LHESP+-0])<2>[<1>+-0],PTEPI-PTEPI-0048f8_PTEPI[PTEPI+-0])<3>[<1>+-1])<4>[<2>+-0],SMIMO-407821-0010d7_SMIMO[SMIMO+-0])<5>[<2>+-1],(TURTI-32264-00041d_TURTI[TURTI+-0],(TURTI-32264-000637_TURTI[TURTI+-0],TURTI-32264-00041c_TURTI[TURTI+-0])<6>[TURTI+-1])<7>[TURTI+-1])<8>[<7>+-0],(LRECL-LRECL-003ad6_LRECL[LRECL+-0],((MOCCI-34638-00366d_MOCCI[MOCCI+-0],CSCUL-CSCUL-001d2d_CSCUL[CSCUL+-0])<9>[<7>+-0],(ISCAP-6945-002f9e_ISCAP[ISCAP+-0],ISCAP-6945-002f9d_ISCAP[ISCAP+-0])<10>[ISCAP+-1])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1])<14>[<7>+-1])<15>[<7>+-1]
GT-7368 to MT-0	3	5	8	(ISCAP-6945-0038be_ISCAP[ISCAP+-0],((((LHESP-LHESP-000be9_LHESP[LHESP+-0],(PTEPI-PTEPI-0017ae_PTEPI[PTEPI+-0],PTEPI-PTEPI-0071e2_PTEPI[PTEPI+-0])<1>[PTEPI+-1])<2>[<1>+-0],SMIMO-407821-002c17_SMIMO[SMIMO+-0])<3>[<2>+-0],CSCUL-CSCUL-006148_CSCUL[CSCUL+-0])<4>[<4>+-0],(TURTI-32264-0022b9_TURTI[TURTI+-0],(MOCCI-34638-001942_MOCCI[MOCCI+-0],MOCCI-34638-0028de_MOCCI[MOCCI+-0])<5>[MOCCI+-1])<6>[<6>+-0])<7>[<7>+-0])<8>[<7>+-1]
GT-7369 to MT-0	4	11	15	(CSCUL-CSCUL-0016ac_CSCUL[CSCUL+-0],((CSCUL-CSCUL-0016ad_CSCUL[CSCUL+-0],(((LRECL-LRECL-002b8d_LRECL[LRECL+-0],SMIMO-407821-004f58_SMIMO[SMIMO+-0])<1>[<3>+-0],(PTEPI-PTEPI-005ca4_PTEPI[PTEPI+-0],SMIMO-407821-00019d_SMIMO[SMIMO+-0])<2>[<2>+-0])<3>[<3>+-1],TURTI-32264-001f91_TURTI[TURTI+-0])<4>[<7>+-0])<5>[<7>+-1],(ISCAP-6945-002b7c_ISCAP[ISCAP+-0],MOCCI-34638-00062c_MOCCI[MOCCI+-0])<6>[<5>+-0])<7>[<7>+-1])<8>[<7>+-1]
GT-7370 to MT-0	4	9	13	((ISCAP-6945-004db3_ISCAP[ISCAP+-0],ISCAP-6945-0037f3_ISCAP[ISCAP+-0])<1>[ISCAP+-1],((MOCCI-34638-001fdc_MOCCI[MOCCI+-0],TURTI-32264-001de0_TURTI[TURTI+-0])<2>[<6>+-0],((PTEPI-PTEPI-006ac8_PTEPI[PTEPI+-0],PTEPI-PTEPI-004e9c_PTEPI[PTEPI+-0])<3>[PTEPI+-1],(LHESP-LHESP-001469_LHESP[LHESP+-0],SMIMO-407821-004192_SMIMO[SMIMO+-0])<4>[<2>+-0])<5>[<2>+-1])<6>[<7>+-0])<7>[<7>+-1]
GT-7371 to MT-0	3	10	13	(TURTI-32264-00073d_TURTI[TURTI+-0],(ISCAP-6945-0013d7_ISCAP[ISCAP+-0],(MOCCI-34638-0013f8_MOCCI[MOCCI+-0],((LRECL-LRECL-00407f_LRECL[LRECL+-0],CSCUL-CSCUL-005973_CSCUL[CSCUL+-0])<1>[<4>+-0],(SMIMO-407821-000567_SMIMO[SMIMO+-0],(PTEPI-PTEPI-001170_PTEPI[PTEPI+-0],LHESP-LHESP-000892_LHESP[LHESP+-0])<2>[<1>+-0])<3>[<2>+-0])<4>[<4>+-1])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1]
GT-7372 to MT-0	2	7	9	((SMIMO-407821-003bd1_SMIMO[SMIMO+-0],(LHESP-LHESP-00185a_LHESP[LHESP+-0],PTEPI-PTEPI-002602_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0],((CSCUL-CSCUL-00025c_CSCUL[CSCUL+-0],TURTI-32264-000cd7_TURTI[TURTI+-0])<3>[<7>+-0],CSCUL-CSCUL-001396_CSCUL[CSCUL+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-7373 to MT-0	1	4	5	(LHESP-LHESP-0008da_LHESP[LHESP+-0],(PTEPI-PTEPI-00472d_PTEPI[PTEPI+-0],PTEPI-PTEPI-005900_PTEPI[PTEPI+-0])<1>[PTEPI+-1])<2>[<1>+-0]
GT-7374 to MT-0	4	14	18	(((CSCUL-CSCUL-005872_CSCUL[CSCUL+-0],(ISCAP-6945-001f4f_ISCAP[ISCAP+-0],((TURTI-32264-003aa2_TURTI[TURTI+-0],MOCCI-34638-003ec8_MOCCI[MOCCI+-0])<1>[<6>+-0],(((LHESP-LHESP-001063_LHESP[LHESP+-0],PTEPI-PTEPI-001bc6_PTEPI[PTEPI+-0])<2>[<1>+-0],SMIMO-407821-003352_SMIMO[SMIMO+-0])<3>[<2>+-0],CSCUL-CSCUL-000cf4_CSCUL[CSCUL+-0])<4>[<4>+-0])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1],(PTEPI-PTEPI-0044cb_PTEPI[PTEPI+-0],SMIMO-407821-001c2d_SMIMO[SMIMO+-0])<8>[<2>+-0])<9>[<7>+-1],(SMIMO-407821-004382_SMIMO[SMIMO+-0],LRECL-LRECL-002b0c_LRECL[LRECL+-0])<10>[<3>+-0])<11>[<7>+-1]
GT-7375 to MT-0	2	4	6	((TURTI-32264-000348_TURTI[TURTI+-0],((MOCCI-34638-00343b_MOCCI[MOCCI+-0],ISCAP-6945-0042c9_ISCAP[ISCAP+-0])<1>[<5>+-0],ISCAP-6945-001e37_ISCAP[ISCAP+-0])<2>[<5>+-1])<3>[<6>+-0],(CSCUL-CSCUL-00187a_CSCUL[CSCUL+-0],((SMIMO-407821-00205b_SMIMO[SMIMO+-0],LRECL-LRECL-003f88_LRECL[LRECL+-0])<4>[<3>+-0],(LHESP-LHESP-0002d5_LHESP[LHESP+-0],PTEPI-PTEPI-005c82_PTEPI[PTEPI+-0])<5>[<1>+-0])<6>[<3>+-1])<7>[<4>+-0])<8>[<7>+-0]
GT-7376 to MT-0	4	14	18	(((MOCCI-34638-00262d_MOCCI[MOCCI+-0],((CSCUL-CSCUL-0031b3_CSCUL[CSCUL+-0],TURTI-32264-003edb_TURTI[TURTI+-0])<1>[<7>+-0],(ISCAP-6945-003351_ISCAP[ISCAP+-0],CSCUL-CSCUL-0031b0_CSCUL[CSCUL+-0])<2>[<7>+-0])<3>[<7>+-1])<4>[<7>+-1],CSCUL-CSCUL-0008cb_CSCUL[CSCUL+-0])<5>[<7>+-1],(SMIMO-407821-001a7e_SMIMO[SMIMO+-0],PTEPI-PTEPI-0019df_PTEPI[PTEPI+-0])<6>[<2>+-0])<7>[<7>+-1]
GT-7377 to MT-0	3	8	11	(CSCUL-CSCUL-006727_CSCUL[CSCUL+-0],(((MOCCI-34638-0013aa_MOCCI[MOCCI+-0],ISCAP-6945-000855_ISCAP[ISCAP+-0])<1>[<5>+-0],(CSCUL-CSCUL-006729_CSCUL[CSCUL+-0],TURTI-32264-0032fa_TURTI[TURTI+-0])<2>[<7>+-0])<3>[<7>+-1],(LRECL-LRECL-00009d_LRECL[LRECL+-0],(SMIMO-407821-005ead_SMIMO[SMIMO+-0],(LHESP-LHESP-000df6_LHESP[LHESP+-0],PTEPI-PTEPI-0014a2_PTEPI[PTEPI+-0])<4>[<1>+-0])<5>[<2>+-0])<6>[<3>+-0])<7>[<7>+-1])<8>[<7>+-1]
GT-7378 to MT-0	1	7	8	(ISCAP-6945-003019_ISCAP[ISCAP+-0],(((PTEPI-PTEPI-004d63_PTEPI[PTEPI+-0],SMIMO-407821-001a96_SMIMO[SMIMO+-0])<1>[<2>+-0],CSCUL-CSCUL-0018a5_CSCUL[CSCUL+-0])<2>[<4>+-0],MOCCI-34638-002a5b_MOCCI[MOCCI+-0])<3>[<7>+-0])<4>[<7>+-1]
GT-7379 to MT-0	4	8	12	(((SMIMO-407821-0015c9_SMIMO[SMIMO+-0],(LHESP-LHESP-000593_LHESP[LHESP+-0],PTEPI-PTEPI-006272_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0],LRECL-LRECL-001e5d_LRECL[LRECL+-0])<3>[<3>+-0],(ISCAP-6945-0023d0_ISCAP[ISCAP+-0],(((SMIMO-407821-00070d_SMIMO[SMIMO+-0],LRECL-LRECL-0042f0_LRECL[LRECL+-0])<4>[<3>+-0],PTEPI-PTEPI-00160c_PTEPI[PTEPI+-0])<5>[<3>+-1],((CSCUL-CSCUL-00253f_CSCUL[CSCUL+-0],CSCUL-CSCUL-0000e5_CSCUL[CSCUL+-0])<6>[CSCUL+-1],CSCUL-CSCUL-000518_CSCUL[CSCUL+-0])<7>[CSCUL+-1])<8>[<4>+-0])<9>[<7>+-0])<10>[<7>+-1]
GT-7380 to MT-0	4	12	16	((ISCAP-6945-00447f_ISCAP[ISCAP+-0],CSCUL-CSCUL-001f65_CSCUL[CSCUL+-0])<1>[<7>+-0],(SMIMO-407821-0019a0_SMIMO[SMIMO+-0],(LHESP-LHESP-001004_LHESP[LHESP+-0],((PTEPI-PTEPI-006d94_PTEPI[PTEPI+-0],PTEPI-PTEPI-0056af_PTEPI[PTEPI+-0])<2>[PTEPI+-1],LRECL-LRECL-000124_LRECL[LRECL+-0])<3>[<3>+-0])<4>[<3>+-1])<5>[<3>+-1])<6>[<7>+-1]
GT-7381 to MT-0	2	7	9	((MOCCI-34638-001b20_MOCCI[MOCCI+-0],(CSCUL-CSCUL-001e3a_CSCUL[CSCUL+-0],TURTI-32264-001b5b_TURTI[TURTI+-0])<1>[<7>+-0])<2>[<7>+-1],(CSCUL-CSCUL-004895_CSCUL[CSCUL+-0],(LRECL-LRECL-004a47_LRECL[LRECL+-0],(SMIMO-407821-002a4b_SMIMO[SMIMO+-0],PTEPI-PTEPI-003240_PTEPI[PTEPI+-0])<3>[<2>+-0])<4>[<3>+-0])<5>[<4>+-0])<6>[<7>+-1]
GT-7382 to MT-0	9	32	41	(((SMIMO-407821-004ed3_SMIMO[SMIMO+-0],(PTEPI-PTEPI-0066ff_PTEPI[PTEPI+-0],PTEPI-PTEPI-0038aa_PTEPI[PTEPI+-0])<1>[PTEPI+-1])<2>[<2>+-0],((PTEPI-PTEPI-0038a7_PTEPI[PTEPI+-0],(ISCAP-6945-0031ba_ISCAP[ISCAP+-0],LRECL-LRECL-00501c_LRECL[LRECL+-0])<3>[<7>+-0])<4>[<7>+-1],LHESP-LHESP-0038fc_LHESP[LHESP+-0])<5>[<7>+-1])<6>[<7>+-1],((MOCCI-34638-003ff1_MOCCI[MOCCI+-0],ISCAP-6945-0031b9_ISCAP[ISCAP+-0])<7>[<5>+-0],((LHESP-LHESP-0029d8_LHESP[LHESP+-0],(CSCUL-CSCUL-006053_CSCUL[CSCUL+-0],(MOCCI-34638-003ff0_MOCCI[MOCCI+-0],CSCUL-CSCUL-006052_CSCUL[CSCUL+-0])<8>[<7>+-0])<9>[<7>+-1])<10>[<7>+-1],CSCUL-CSCUL-006057_CSCUL[CSCUL+-0])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1]
GT-7383 to MT-0	7	10	17	(CSCUL-CSCUL-00740d_CSCUL[CSCUL+-0],(((MOCCI-34638-002fa2_MOCCI[MOCCI+-0],((MOCCI-34638-002fa0_MOCCI[MOCCI+-0],MOCCI-34638-002f9f_MOCCI[MOCCI+-0])<1>[MOCCI+-1],MOCCI-34638-002fa1_MOCCI[MOCCI+-0])<2>[MOCCI+-1])<3>[MOCCI+-1],(ISCAP-6945-002daa_ISCAP[ISCAP+-0],CSCUL-CSCUL-005b98_CSCUL[CSCUL+-0])<4>[<7>+-0])<5>[<7>+-1],(CSCUL-CSCUL-002b4e_CSCUL[CSCUL+-0],(LRECL-LRECL-003379_LRECL[LRECL+-0],((LHESP-LHESP-003e56_LHESP[LHESP+-0],(PTEPI-PTEPI-00270a_PTEPI[PTEPI+-0],LHESP-LHESP-0025d3_LHESP[LHESP+-0])<6>[<1>+-0])<7>[<1>+-1],SMIMO-407821-003066_SMIMO[SMIMO+-0])<8>[<2>+-0])<9>[<3>+-0])<10>[<4>+-0])<11>[<7>+-1])<12>[<7>+-1]
GT-7384 to MT-0	1	7	8	((MOCCI-34638-001bfb_MOCCI[MOCCI+-0],LRECL-LRECL-0000f2_LRECL[LRECL+-0])<1>[<7>+-0],ISCAP-6945-0005ba_ISCAP[ISCAP+-0])<2>[<7>+-1]
GT-7385 to MT-0	2	9	11	(CSCUL-CSCUL-002575_CSCUL[CSCUL+-0],(ISCAP-6945-00452e_ISCAP[ISCAP+-0],((CSCUL-CSCUL-002576_CSCUL[CSCUL+-0],(PTEPI-PTEPI-0009af_PTEPI[PTEPI+-0],SMIMO-407821-004fa3_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<4>+-0],MOCCI-34638-00474c_MOCCI[MOCCI+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-7386 to MT-0	6	19	25	(CSCUL-CSCUL-000399_CSCUL[CSCUL+-0],(MOCCI-34638-002e59_MOCCI[MOCCI+-0],(ISCAP-6945-00407b_ISCAP[ISCAP+-0],((LHESP-LHESP-00074e_LHESP[LHESP+-0],(LRECL-LRECL-002dcb_LRECL[LRECL+-0],SMIMO-407821-000664_SMIMO[SMIMO+-0])<1>[<3>+-0])<2>[<3>+-1],(TURTI-32264-00009d_TURTI[TURTI+-0],(PTEPI-PTEPI-004227_PTEPI[PTEPI+-0],PTEPI-PTEPI-00019a_PTEPI[PTEPI+-0])<3>[PTEPI+-1])<4>[<7>+-0])<5>[<7>+-1])<6>[<7>+-1])<7>[<7>+-1])<8>[<7>+-1]
GT-7387 to MT-0	6	12	18	((LHESP-LHESP-001f6c_LHESP[LHESP+-0],PTEPI-PTEPI-0031ca_PTEPI[PTEPI+-0])<1>[<1>+-0],(CSCUL-CSCUL-0049c7_CSCUL[CSCUL+-0],((CSCUL-CSCUL-000ded_CSCUL[CSCUL+-0],CSCUL-CSCUL-002a84_CSCUL[CSCUL+-0])<2>[CSCUL+-1],(CSCUL-CSCUL-000dee_CSCUL[CSCUL+-0],((TURTI-32264-001ac4_TURTI[TURTI+-0],((ISCAP-6945-000ebd_ISCAP[ISCAP+-0],ISCAP-6945-000ebe_ISCAP[ISCAP+-0])<3>[ISCAP+-1],MOCCI-34638-003b54_MOCCI[MOCCI+-0])<4>[<5>+-0])<5>[<6>+-0],((SMIMO-407821-0007f7_SMIMO[SMIMO+-0],PTEPI-PTEPI-003b60_PTEPI[PTEPI+-0])<6>[<2>+-0],LRECL-LRECL-001a75_LRECL[LRECL+-0])<7>[<3>+-0])<8>[<7>+-0])<9>[<7>+-1])<10>[<7>+-1])<11>[<7>+-1])<12>[<7>+-1]
GT-7388 to MT-0	8	17	25	((((CSCUL-CSCUL-002886_CSCUL[CSCUL+-0],ISCAP-6945-004001_ISCAP[ISCAP+-0])<1>[<7>+-0],(LRECL-LRECL-0031af_LRECL[LRECL+-0],(MOCCI-34638-004391_MOCCI[MOCCI+-0],TURTI-32264-002791_TURTI[TURTI+-0])<2>[<6>+-0])<3>[<7>+-0])<4>[<7>+-1],CSCUL-CSCUL-005dc5_CSCUL[CSCUL+-0])<5>[<7>+-1],((((((PTEPI-PTEPI-001748_PTEPI[PTEPI+-0],LHESP-LHESP-003ed9_LHESP[LHESP+-0])<6>[<1>+-0],PTEPI-PTEPI-001744_PTEPI[PTEPI+-0])<7>[<1>+-1],PTEPI-PTEPI-00174c_PTEPI[PTEPI+-0])<8>[<1>+-1],LHESP-LHESP-003eb3_LHESP[LHESP+-0])<9>[<1>+-1],(LHESP-LHESP-003622_LHESP[LHESP+-0],(SMIMO-407821-00177b_SMIMO[SMIMO+-0],PTEPI-PTEPI-001745_PTEPI[PTEPI+-0])<10>[<2>+-0])<11>[<2>+-1])<12>[<2>+-1],CSCUL-CSCUL-005dc8_CSCUL[CSCUL+-0])<13>[<4>+-0])<14>[<7>+-1]
GT-7389 to MT-0	6	13	19	((CSCUL-CSCUL-0039ac_CSCUL[CSCUL+-0],CSCUL-CSCUL-006291_CSCUL[CSCUL+-0])<1>[CSCUL+-1],((ISCAP-6945-003ac8_ISCAP[ISCAP+-0],((SMIMO-407821-0020c8_SMIMO[SMIMO+-0],(LRECL-LRECL-004039_LRECL[LRECL+-0],(LHESP-LHESP-000742_LHESP[LHESP+-0],(PTEPI-PTEPI-00182b_PTEPI[PTEPI+-0],PTEPI-PTEPI-003e67_PTEPI[PTEPI+-0])<2>[PTEPI+-1])<3>[<1>+-0])<4>[<3>+-0])<5>[<3>+-1],TURTI-32264-000e3a_TURTI[TURTI+-0])<6>[<7>+-0])<7>[<7>+-1],MOCCI-34638-002507_MOCCI[MOCCI+-0])<8>[<7>+-1])<9>[<7>+-1]
GT-7390 to MT-0	6	12	18	(MOCCI-34638-004092_MOCCI[MOCCI+-0],((CSCUL-CSCUL-005864_CSCUL[CSCUL+-0],(LRECL-LRECL-00144d_LRECL[LRECL+-0],((LHESP-LHESP-001615_LHESP[LHESP+-0],(LHESP-LHESP-001616_LHESP[LHESP+-0],PTEPI-PTEPI-0026c7_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<1>+-1],SMIMO-407821-002110_SMIMO[SMIMO+-0])<3>[<2>+-0])<4>[<3>+-0])<5>[<4>+-0],((TURTI-32264-003d01_TURTI[TURTI+-0],CSCUL-CSCUL-00164b_CSCUL[CSCUL+-0])<6>[<7>+-0],((SMIMO-407821-003000_SMIMO[SMIMO+-0],(LHESP-LHESP-00003f_LHESP[LHESP+-0],(LHESP-LHESP-000041_LHESP[LHESP+-0],PTEPI-PTEPI-0029c8_PTEPI[PTEPI+-0])<7>[<1>+-0])<8>[<1>+-1])<9>[<2>+-0],SMIMO-407821-002ffe_SMIMO[SMIMO+-0])<10>[<2>+-1])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1]
GT-7391 to MT-0	2	8	10	((ISCAP-6945-0012ac_ISCAP[ISCAP+-0],MOCCI-34638-002eaa_MOCCI[MOCCI+-0])<1>[<5>+-0],(CSCUL-CSCUL-001e0e_CSCUL[CSCUL+-0],(TURTI-32264-000900_TURTI[TURTI+-0],(PTEPI-PTEPI-0007ed_PTEPI[PTEPI+-0],LHESP-LHESP-003106_LHESP[LHESP+-0])<2>[<1>+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-7392 to MT-0	3	12	15	(TURTI-32264-0018e2_TURTI[TURTI+-0],(PTEPI-PTEPI-005c6f_PTEPI[PTEPI+-0],(CSCUL-CSCUL-001ccc_CSCUL[CSCUL+-0],(ISCAP-6945-001a28_ISCAP[ISCAP+-0],(CSCUL-CSCUL-004fc0_CSCUL[CSCUL+-0],((PTEPI-PTEPI-00063f_PTEPI[PTEPI+-0],SMIMO-407821-004a37_SMIMO[SMIMO+-0])<1>[<2>+-0],LRECL-LRECL-00045a_LRECL[LRECL+-0])<2>[<3>+-0])<3>[<4>+-0])<4>[<7>+-0])<5>[<7>+-1])<6>[<7>+-1])<7>[<7>+-1]
GT-7393 to MT-0	4	12	16	(((LHESP-LHESP-000b8d_LHESP[LHESP+-0],(LHESP-LHESP-000b8c_LHESP[LHESP+-0],SMIMO-407821-001523_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<2>+-1],PTEPI-PTEPI-0015e2_PTEPI[PTEPI+-0])<3>[<2>+-1],((ISCAP-6945-00194b_ISCAP[ISCAP+-0],(MOCCI-34638-0012cd_MOCCI[MOCCI+-0],TURTI-32264-0021af_TURTI[TURTI+-0])<4>[<6>+-0])<5>[<6>+-1],CSCUL-CSCUL-0002d9_CSCUL[CSCUL+-0])<6>[<7>+-0])<7>[<7>+-1]
GT-7395 to MT-0	7	16	23	((LHESP-LHESP-002ce6_LHESP[LHESP+-0],(LHESP-LHESP-002a03_LHESP[LHESP+-0],LHESP-LHESP-000dff_LHESP[LHESP+-0])<1>[LHESP+-1])<2>[LHESP+-1],(TURTI-32264-0040fb_TURTI[TURTI+-0],(MOCCI-34638-00002a_MOCCI[MOCCI+-0],((ISCAP-6945-000ed0_ISCAP[ISCAP+-0],CSCUL-CSCUL-005c0f_CSCUL[CSCUL+-0])<3>[<7>+-0],(LRECL-LRECL-003ec2_LRECL[LRECL+-0],((PTEPI-PTEPI-005cd4_PTEPI[PTEPI+-0],PTEPI-PTEPI-005cd3_PTEPI[PTEPI+-0])<4>[PTEPI+-1],SMIMO-407821-004732_SMIMO[SMIMO+-0])<5>[<2>+-0])<6>[<3>+-0])<7>[<7>+-1])<8>[<7>+-1])<9>[<7>+-1])<10>[<7>+-1]
